TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,DaysSinceLastTransaction,Target
73.01,Debit,Houston,ATM,56.0,Retired,101.0,1.0,2833.12,-545.0,3
201.5,Credit,Dallas,Online,61.0,Doctor,196.0,1.0,12148.32,-479.0,1
150.3,Debit,Las Vegas,Online,41.0,Doctor,204.0,1.0,14371.08,-455.0,1
23.7,Debit,San Francisco,ATM,46.0,Doctor,32.0,1.0,7947.44,-375.0,7
49.59,Debit,Boston,Branch,48.0,Engineer,147.0,1.0,6037.03,-437.0,7
720.13,Credit,Omaha,ATM,22.0,Student,96.0,1.0,387.02,-629.0,5
134.92,Debit,Los Angeles,Online,19.0,Student,101.0,1.0,1081.97,-370.0,5
116.97,Debit,Oklahoma City,ATM,18.0,Student,299.0,1.0,729.7,-481.0,0
11.06,Debit,Colorado Springs,ATM,34.0,Engineer,13.0,3.0,2782.21,-369.0,4
88.29,Credit,Houston,Online,50.0,Engineer,287.0,1.0,5245.93,-654.0,0
5.81,Debit,Houston,ATM,25.0,Student,222.0,1.0,1290.95,-500.0,0
103.48,Debit,Baltimore,ATM,32.0,Engineer,33.0,1.0,6494.25,-644.0,2
156.74,Debit,Oklahoma City,ATM,70.0,Retired,136.0,1.0,4004.35,-619.0,3
505.14,Debit,Portland,ATM,68.0,Retired,179.0,1.0,2525.47,-671.0,3
31.06,Debit,Kansas City,ATM,46.0,Doctor,61.0,1.0,11014.25,-350.0,1
7.61,Debit,Atlanta,ATM,50.0,Doctor,163.0,1.0,6275.0,-410.0,7
276.16,Credit,Portland,ATM,53.0,Retired,71.0,1.0,1733.34,-630.0,3
145.77,Debit,Memphis,ATM,68.0,Retired,237.0,1.0,5294.98,-579.0,3
369.44,Debit,Detroit,Online,34.0,Engineer,19.0,1.0,5018.67,-350.0,7
558.86,Debit,Austin,ATM,60.0,Doctor,95.0,1.0,9844.32,-600.0,1
429.15,Debit,Las Vegas,Branch,26.0,Student,218.0,1.0,712.13,-606.0,0
36.74,Debit,Tucson,Branch,33.0,Doctor,133.0,1.0,6217.58,-637.0,2
79.14,Credit,Portland,Online,57.0,Retired,22.0,1.0,2229.56,-572.0,3
132.48,Debit,Charlotte,Branch,36.0,Engineer,101.0,1.0,9313.05,-453.0,2
136.48,Debit,Charlotte,Online,52.0,Engineer,138.0,4.0,4618.53,-448.0,4
203.76,Debit,Colorado Springs,Branch,55.0,Retired,37.0,1.0,6747.16,-399.0,7
750.95,Debit,Chicago,Branch,78.0,Retired,27.0,1.0,5134.37,-423.0,3
0.84,Debit,Austin,ATM,52.0,Engineer,31.0,1.0,2207.54,-308.0,7
257.18,Debit,Los Angeles,Online,67.0,Doctor,28.0,1.0,13336.15,-483.0,1
767.66,Debit,San Jose,ATM,63.0,Doctor,155.0,1.0,1801.69,-546.0,6
182.29,Debit,San Diego,Online,54.0,Doctor,123.0,1.0,522.39,-544.0,3
184.51,Credit,Portland,Online,54.0,Doctor,118.0,1.0,9381.64,-427.0,1
451.31,Debit,Fort Worth,ATM,62.0,Retired,166.0,5.0,2963.29,-336.0,4
144.1,Debit,Chicago,Branch,57.0,Doctor,30.0,1.0,11523.64,-486.0,1
72.5,Debit,Fort Worth,ATM,40.0,Doctor,30.0,1.0,12723.62,-574.0,1
74.11,Credit,Virginia Beach,Online,69.0,Retired,71.0,4.0,3920.11,-423.0,4
22.15,Debit,Denver,Branch,44.0,Doctor,73.0,1.0,7451.83,-551.0,2
777.92,Debit,Austin,Branch,62.0,Doctor,97.0,1.0,7061.58,-511.0,6
790.07,Debit,Miami,Online,28.0,Student,197.0,1.0,985.77,-528.0,6
406.33,Credit,Miami,Branch,59.0,Engineer,103.0,1.0,4298.34,,7
767.41,Debit,Fort Worth,ATM,56.0,Doctor,27.0,1.0,12799.34,-424.0,1
4.58,Credit,Atlanta,Online,21.0,Student,135.0,1.0,811.24,-382.0,5
,Credit,Atlanta,Branch,53.0,Doctor,88.0,1.0,13273.08,-447.0,1
49.67,Debit,Atlanta,Online,21.0,Student,146.0,1.0,842.94,-623.0,5
77.83,Credit,Kansas City,Branch,49.0,Engineer,146.0,1.0,2471.53,-313.0,7
702.87,Debit,Washington,ATM,19.0,Student,184.0,1.0,1237.5,-516.0,5
133.56,Debit,,Online,25.0,Student,177.0,1.0,783.83,-650.0,5
868.05,Credit,San Diego,Online,49.0,Engineer,119.0,1.0,3931.03,-662.0,6
52.87,Debit,Indianapolis,Branch,24.0,Student,70.0,1.0,960.96,-584.0,5
179.0,Debit,Houston,ATM,78.0,Retired,121.0,1.0,7310.88,-425.0,3
1168.26,Credit,Philadelphia,Online,73.0,Retired,37.0,1.0,1385.74,-511.0,6
384.11,Debit,Fort Worth,ATM,58.0,Retired,12.0,1.0,7902.52,-539.0,3
227.61,Debit,Houston,Online,71.0,Retired,61.0,1.0,4405.28,-455.0,3
40.83,Debit,Indianapolis,ATM,48.0,Engineer,24.0,1.0,3944.12,-446.0,7
19.76,Debit,Nashville,ATM,20.0,Student,240.0,1.0,1523.04,,0
484.24,Debit,Raleigh,Branch,67.0,Doctor,77.0,1.0,8042.3,-525.0,1
,Debit,Houston,Online,33.0,Doctor,110.0,1.0,5531.93,-504.0,2
301.47,Debit,Colorado Springs,Branch,21.0,Student,291.0,1.0,560.73,-648.0,0
199.09,Debit,Detroit,Online,70.0,Doctor,89.0,1.0,1658.52,-535.0,3
38.95,Debit,Los Angeles,Online,27.0,Engineer,50.0,1.0,731.52,,5
515.94,Debit,San Francisco,ATM,29.0,Engineer,37.0,1.0,1389.89,-318.0,7
41.93,Debit,Fresno,ATM,48.0,Engineer,136.0,1.0,5081.26,-630.0,2
137.84,Debit,Omaha,ATM,27.0,Student,,1.0,1000.35,-357.0,5
95.35,Debit,Chicago,Online,21.0,Student,131.0,1.0,1639.9,-467.0,5
93.14,Debit,Memphis,Online,67.0,Retired,151.0,1.0,5473.82,-672.0,3
1427.71,Debit,New York,Branch,64.0,Doctor,159.0,1.0,1729.26,-650.0,6
79.33,Credit,Las Vegas,Online,51.0,Doctor,109.0,1.0,14798.1,-334.0,1
76.89,Debit,Chicago,ATM,55.0,Doctor,132.0,1.0,,-544.0,3
233.71,Debit,Jacksonville,Online,19.0,Student,297.0,1.0,1231.98,-602.0,0
14.92,Debit,Las Vegas,Branch,26.0,Engineer,120.0,1.0,6611.26,-532.0,2
242.17,Debit,Jacksonville,ATM,60.0,Doctor,147.0,1.0,883.72,-515.0,3
122.98,Debit,Jacksonville,Online,79.0,Retired,228.0,1.0,5055.99,-469.0,3
129.35,Debit,Las Vegas,ATM,52.0,Engineer,130.0,1.0,7166.88,-434.0,7
138.33,Debit,Dallas,Online,21.0,Student,69.0,1.0,232.56,-486.0,5
39.31,Debit,Portland,Online,25.0,Student,178.0,1.0,1236.38,-371.0,5
91.85,Debit,Seattle,Online,21.0,Student,148.0,1.0,802.09,-385.0,5
277.7,Debit,Nashville,Branch,58.0,Engineer,107.0,1.0,1423.2,-501.0,3
114.03,Debit,Portland,ATM,51.0,Doctor,172.0,1.0,13388.56,-346.0,1
302.63,Credit,San Jose,Branch,27.0,Engineer,10.0,1.0,2801.28,-615.0,2
31.19,Debit,Charlotte,ATM,52.0,Engineer,74.0,1.0,5545.96,-559.0,2
112.91,Credit,Tucson,Online,27.0,Engineer,135.0,1.0,4764.48,-355.0,7
742.26,Debit,San Diego,Online,27.0,Engineer,36.0,1.0,7868.19,-503.0,6
256.8,Debit,Charlotte,ATM,26.0,Student,80.0,1.0,1128.38,-619.0,5
378.68,Debit,Fort Worth,ATM,60.0,Doctor,239.0,1.0,7627.04,-668.0,0
571.93,Debit,Washington,Online,52.0,Retired,119.0,1.0,4026.03,-411.0,7
26.31,Credit,Austin,Online,77.0,Retired,163.0,1.0,7095.76,-451.0,3
205.58,Debit,Portland,Online,20.0,Student,,1.0,1501.95,-446.0,5
533.61,Debit,Mesa,Online,48.0,Engineer,115.0,1.0,3656.93,-320.0,7
428.62,Debit,Raleigh,Branch,55.0,Retired,72.0,1.0,3473.24,-518.0,3
361.22,Debit,Raleigh,ATM,64.0,Retired,167.0,1.0,7061.73,-567.0,3
837.29,Debit,Phoenix,Branch,25.0,Student,216.0,1.0,6012.67,-343.0,6
117.25,Credit,Atlanta,Online,31.0,Doctor,73.0,1.0,13694.68,-581.0,1
135.27,Debit,Atlanta,ATM,48.0,Doctor,131.0,1.0,9410.51,-452.0,1
185.1,Debit,Albuquerque,Branch,53.0,Retired,23.0,1.0,6115.63,-454.0,7
113.54,Debit,Columbus,Online,38.0,Engineer,273.0,1.0,5581.21,-409.0,0
354.96,Debit,Fort Worth,Online,69.0,Doctor,96.0,1.0,6712.94,-341.0,7
224.22,Debit,Fresno,Branch,53.0,Doctor,37.0,1.0,8400.87,-651.0,2
737.1,Debit,Washington,ATM,60.0,Retired,92.0,1.0,4644.19,-474.0,6
223.22,Debit,Fort Worth,ATM,27.0,Student,96.0,1.0,1734.22,-476.0,5
557.26,Debit,San Jose,ATM,69.0,Doctor,53.0,1.0,5237.12,-397.0,7
1496.57,Debit,Memphis,Online,33.0,Engineer,95.0,1.0,969.06,-616.0,6
27.44,Debit,Boston,ATM,62.0,Retired,164.0,1.0,5950.48,-364.0,7
310.09,Debit,Detroit,Branch,36.0,Doctor,166.0,1.0,9962.5,-346.0,1
80.38,Debit,Kansas City,Online,52.0,Doctor,116.0,1.0,9662.88,-609.0,1
26.1,Credit,Detroit,Branch,66.0,Doctor,115.0,1.0,5243.0,-339.0,7
845.14,Credit,Oklahoma City,Branch,73.0,Retired,183.0,1.0,1702.65,-665.0,3
59.73,Debit,Fresno,ATM,27.0,Student,56.0,1.0,800.93,-532.0,5
758.77,Debit,San Antonio,ATM,60.0,Engineer,114.0,1.0,7231.47,-500.0,6
301.51,Debit,Charlotte,ATM,22.0,Student,284.0,1.0,1052.31,-619.0,0
418.03,Debit,Austin,,58.0,Doctor,161.0,1.0,10721.29,-427.0,1
118.06,Credit,Las Vegas,Branch,32.0,Doctor,31.0,1.0,13560.63,-530.0,1
483.92,Debit,New York,ATM,70.0,Retired,115.0,1.0,3138.0,-385.0,7
78.93,Debit,Mesa,ATM,38.0,Doctor,145.0,1.0,9916.24,-626.0,1
36.63,Debit,Miami,ATM,75.0,Retired,261.0,1.0,7941.73,-550.0,3
87.85,Debit,Colorado Springs,Branch,49.0,Engineer,63.0,1.0,3753.24,-327.0,7
1001.83,Debit,Philadelphia,Online,31.0,Doctor,55.0,1.0,9733.83,-476.0,6
705.34,Debit,Washington,Online,59.0,Doctor,124.0,1.0,5003.22,-419.0,6
146.55,Debit,Virginia Beach,Online,54.0,Retired,124.0,5.0,4087.44,-459.0,4
116.89,Debit,Columbus,Online,71.0,Retired,226.0,1.0,4880.31,-350.0,0
106.41,Debit,Los Angeles,Branch,57.0,Retired,87.0,1.0,1310.38,-658.0,3
1087.9,Debit,Boston,ATM,78.0,Retired,103.0,1.0,2513.51,-588.0,6
584.41,Debit,Las Vegas,ATM,23.0,Student,41.0,1.0,4475.22,-672.0,2
584.98,Credit,Chicago,Branch,55.0,Retired,121.0,1.0,6521.05,-511.0,3
79.21,Debit,Colorado Springs,Branch,56.0,Retired,140.0,1.0,1615.04,-346.0,7
173.13,Credit,Atlanta,Online,20.0,Student,288.0,1.0,1490.34,-396.0,0
335.7,Debit,El Paso,ATM,80.0,,57.0,1.0,6601.44,-644.0,3
1225.5,Credit,Las Vegas,Online,50.0,Doctor,109.0,1.0,8611.17,-343.0,6
422.81,Debit,Los Angeles,Branch,28.0,Student,193.0,1.0,1929.28,-350.0,0
135.43,Debit,San Jose,ATM,57.0,Retired,92.0,1.0,5315.83,-395.0,7
584.88,Debit,Philadelphia,ATM,26.0,Student,121.0,1.0,548.45,,5
308.94,Debit,Los Angeles,Online,25.0,Student,167.0,1.0,1931.66,-581.0,5
295.93,Debit,Boston,Branch,36.0,Doctor,117.0,1.0,1050.63,-623.0,2
1512.99,Debit,Philadelphia,Online,19.0,Student,50.0,1.0,9963.39,-454.0,6
77.44,Debit,Washington,Branch,58.0,Retired,268.0,1.0,1950.63,-497.0,0
92.5,Credit,Seattle,Online,40.0,Engineer,70.0,1.0,6295.45,-406.0,7
97.74,Credit,Los Angeles,Online,41.0,Engineer,137.0,1.0,4113.63,-427.0,7
291.68,Debit,Columbus,ATM,21.0,Student,90.0,1.0,1451.02,-455.0,5
56.96,Debit,Albuquerque,ATM,22.0,Student,135.0,1.0,1597.85,-497.0,5
436.8,Debit,Seattle,Online,27.0,Student,92.0,1.0,1256.33,-490.0,5
259.49,Debit,Austin,Online,72.0,Retired,292.0,1.0,7320.61,-514.0,0
726.26,Debit,Omaha,Online,57.0,Retired,147.0,1.0,2150.38,-630.0,3
568.68,Debit,Houston,ATM,72.0,Retired,101.0,1.0,2940.04,-559.0,3
77.57,Debit,Atlanta,Online,49.0,,225.0,1.0,12801.93,-327.0,1
999.28,Debit,Boston,Online,29.0,Engineer,40.0,1.0,4272.41,-532.0,6
14.16,Credit,Oklahoma City,Branch,74.0,Retired,290.0,1.0,5399.76,-665.0,3
1142.83,Credit,Omaha,Branch,61.0,Retired,48.0,1.0,2467.39,-479.0,6
61.33,Debit,Raleigh,ATM,27.0,Engineer,129.0,1.0,7537.4,-411.0,7
27.64,Debit,New York,Online,54.0,Engineer,23.0,1.0,7498.51,-514.0,2
3.85,Debit,San Jose,ATM,29.0,Doctor,32.0,1.0,10506.41,-567.0,2
431.22,Credit,Austin,Branch,73.0,Retired,129.0,1.0,6505.98,-563.0,3
178.55,Debit,Houston,Branch,55.0,Engineer,67.0,1.0,7568.4,-325.0,7
248.76,Debit,Denver,ATM,18.0,Student,56.0,1.0,546.46,-530.0,5
76.16,Debit,San Francisco,ATM,23.0,Student,99.0,1.0,1072.25,-349.0,5
347.25,Debit,Indianapolis,ATM,69.0,Doctor,250.0,1.0,7273.55,-644.0,0
28.04,Debit,Los Angeles,ATM,57.0,Doctor,146.0,,11197.54,-628.0,1
325.98,Debit,Washington,ATM,19.0,Student,277.0,1.0,782.35,-473.0,0
249.56,Debit,New York,Branch,76.0,Retired,246.0,1.0,4444.95,-350.0,0
17.43,Debit,Albuquerque,ATM,56.0,Doctor,33.0,1.0,10658.88,-620.0,1
198.01,Credit,Austin,Branch,26.0,Student,40.0,1.0,250.93,-560.0,5
585.58,Debit,Raleigh,Branch,23.0,Student,55.0,1.0,1729.02,-427.0,5
434.67,Credit,Virginia Beach,Online,27.0,Student,124.0,1.0,1298.13,-335.0,5
510.7,Credit,Nashville,Online,27.0,Student,294.0,1.0,5828.48,-516.0,0
331.98,Debit,Denver,ATM,74.0,Retired,12.0,1.0,7600.99,-434.0,7
199.54,Debit,Portland,Online,56.0,Engineer,268.0,1.0,9603.73,-391.0,0
212.97,Debit,Atlanta,Online,59.0,Engineer,178.0,1.0,4180.4,-356.0,7
270.56,Debit,Philadelphia,Online,23.0,Student,139.0,1.0,1268.44,-626.0,5
306.37,Debit,Colorado Springs,ATM,26.0,Engineer,120.0,1.0,9609.67,-496.0,2
643.02,Credit,Detroit,ATM,38.0,Doctor,85.0,1.0,11989.39,-399.0,1
98.48,Debit,Miami,Branch,47.0,Engineer,12.0,1.0,9538.92,-627.0,2
889.01,Debit,Virginia Beach,Online,36.0,Engineer,169.0,1.0,4826.88,-433.0,6
537.86,Debit,Kansas City,Online,27.0,Student,134.0,1.0,293.06,-412.0,5
241.18,Debit,Mesa,ATM,25.0,Student,162.0,1.0,1445.53,-524.0,5
130.54,Debit,Atlanta,ATM,64.0,Doctor,94.0,1.0,11204.62,-579.0,1
800.29,Credit,San Diego,Branch,20.0,Student,84.0,1.0,693.4,-336.0,5
8.81,Debit,Dallas,Online,57.0,Doctor,165.0,1.0,13523.65,-532.0,1
28.52,Debit,Detroit,ATM,20.0,Student,163.0,1.0,662.51,-521.0,5
431.31,Credit,Atlanta,Online,23.0,Student,99.0,1.0,342.73,-553.0,5
885.33,Credit,Raleigh,ATM,47.0,Engineer,59.0,1.0,7764.16,-440.0,6
199.23,Debit,Tucson,ATM,29.0,Engineer,54.0,1.0,9834.0,-427.0,2
42.26,Debit,Raleigh,ATM,44.0,Doctor,171.0,1.0,268.77,-375.0,0
166.06,Debit,Indianapolis,ATM,30.0,Engineer,172.0,1.0,5397.68,-479.0,0
357.72,Debit,Miami,ATM,53.0,Retired,25.0,1.0,7659.5,-455.0,7
588.37,Debit,Dallas,Online,28.0,Student,284.0,1.0,1926.08,-669.0,0
72.82,Debit,Houston,Online,68.0,Doctor,127.0,1.0,6911.62,-360.0,7
162.36,Debit,Tucson,Online,36.0,Engineer,147.0,1.0,7527.04,-348.0,7
584.82,Credit,Nashville,Online,43.0,Doctor,109.0,1.0,12071.1,-384.0,1
38.15,Credit,Oklahoma City,Online,72.0,Retired,129.0,1.0,1425.47,-395.0,3
477.54,Credit,San Francisco,ATM,23.0,Student,52.0,1.0,1598.63,-441.0,5
639.57,Debit,Philadelphia,Branch,60.0,Doctor,43.0,1.0,11726.47,-322.0,1
58.23,Debit,Phoenix,Online,28.0,Student,34.0,1.0,9189.76,-467.0,2
776.21,Credit,Raleigh,Online,78.0,Retired,99.0,1.0,4895.87,-621.0,3
,Debit,Portland,Branch,21.0,Student,117.0,1.0,6178.77,-595.0,5
188.61,Debit,Boston,Online,67.0,Retired,26.0,1.0,7167.57,-308.0,7
675.37,Credit,Jacksonville,Online,56.0,Retired,31.0,1.0,4704.91,-311.0,7
94.82,Credit,Columbus,Branch,67.0,Retired,56.0,1.0,1267.72,-594.0,3
425.18,Credit,Fresno,Online,59.0,Engineer,135.0,1.0,5790.55,-623.0,2
50.28,Debit,Oklahoma City,Branch,60.0,Engineer,65.0,1.0,5729.1,-641.0,2
864.72,Credit,Detroit,Branch,34.0,Engineer,,1.0,7379.38,-437.0,6
70.68,Debit,El Paso,Online,25.0,Student,105.0,1.0,1478.41,-348.0,5
261.77,Debit,Chicago,Online,28.0,Student,46.0,1.0,824.71,-662.0,5
183.22,Debit,Milwaukee,ATM,27.0,Student,63.0,1.0,1024.42,-396.0,5
58.32,Credit,Louisville,Branch,29.0,Engineer,275.0,4.0,6027.49,-462.0,4
156.86,Debit,Charlotte,ATM,51.0,Doctor,102.0,1.0,14453.35,-644.0,1
120.67,Debit,Colorado Springs,ATM,42.0,Doctor,233.0,1.0,5374.54,-315.0,0
308.62,Credit,Sacramento,Branch,59.0,Engineer,101.0,1.0,9148.08,-395.0,7
506.81,Debit,Milwaukee,ATM,59.0,Engineer,41.0,1.0,2757.23,-320.0,7
328.39,Debit,New York,ATM,41.0,Engineer,108.0,1.0,2523.83,-361.0,7
796.3,Debit,Austin,Branch,67.0,Retired,64.0,1.0,1498.79,-593.0,3
72.47,Debit,Boston,Online,29.0,Doctor,72.0,1.0,1305.56,-384.0,5
279.6,Debit,Fort Worth,ATM,25.0,Student,131.0,1.0,1910.9,-523.0,5
304.2,Debit,Indianapolis,Online,25.0,Student,102.0,1.0,423.64,-515.0,5
351.38,Debit,New York,Branch,64.0,Retired,21.0,1.0,7606.63,-497.0,3
86.07,Debit,Dallas,Branch,31.0,Doctor,23.0,1.0,842.56,-350.0,7
604.5,Debit,Portland,ATM,28.0,Student,80.0,1.0,709.42,-454.0,5
258.7,Debit,Charlotte,ATM,27.0,Student,123.0,1.0,1358.37,-621.0,5
994.63,Debit,Austin,Online,61.0,Doctor,158.0,1.0,13538.14,-502.0,6
11.46,Credit,Austin,Branch,75.0,Retired,64.0,1.0,7258.33,-643.0,3
63.76,Debit,San Antonio,ATM,69.0,Retired,100.0,1.0,4980.26,-496.0,3
446.83,Credit,Miami,Branch,55.0,Retired,143.0,1.0,1623.5,-497.0,3
63.54,Debit,Dallas,ATM,26.0,Engineer,136.0,1.0,4401.78,-532.0,2
81.11,Debit,Charlotte,Online,48.0,Engineer,110.0,1.0,2051.37,-385.0,7
441.26,Credit,Tucson,Branch,58.0,Doctor,87.0,5.0,13704.92,-616.0,4
170.96,Debit,Washington,Branch,64.0,Doctor,69.0,1.0,13374.89,-312.0,1
48.51,Debit,Austin,Branch,22.0,Student,69.0,1.0,3363.23,-665.0,5
325.03,Debit,Jacksonville,Branch,60.0,Doctor,106.0,1.0,13521.76,-663.0,1
125.83,Debit,Los Angeles,,57.0,Retired,138.0,1.0,6109.86,-525.0,3
506.83,Debit,Indianapolis,,37.0,Engineer,45.0,1.0,9975.79,-560.0,2
738.94,Debit,Philadelphia,Branch,41.0,Doctor,173.0,1.0,13856.18,-392.0,1
180.36,Credit,Oklahoma City,Online,33.0,Engineer,55.0,1.0,9905.23,-524.0,2
225.1,Debit,Boston,ATM,28.0,Student,35.0,1.0,1547.71,,5
359.51,Debit,Charlotte,,79.0,Retired,157.0,1.0,7153.72,-340.0,7
720.46,Debit,Tucson,Branch,54.0,Retired,44.0,1.0,3101.54,-333.0,7
1116.57,Debit,Tucson,ATM,56.0,Retired,104.0,1.0,1393.14,-620.0,6
291.46,Debit,Miami,ATM,57.0,Retired,135.0,1.0,7142.53,-635.0,3
1192.95,Debit,Las Vegas,Branch,23.0,Student,73.0,1.0,325.15,-336.0,6
98.24,Debit,Mesa,Online,28.0,Student,148.0,1.0,580.66,-574.0,5
100.48,Credit,Milwaukee,Branch,18.0,Student,104.0,1.0,6149.81,-626.0,5
45.9,Debit,Columbus,Branch,56.0,Engineer,264.0,1.0,5698.25,-489.0,0
258.21,Debit,San Antonio,Online,39.0,Doctor,225.0,1.0,9562.41,-343.0,0
1079.11,Debit,Las Vegas,Online,53.0,Engineer,211.0,1.0,2038.31,-549.0,6
287.51,Debit,El Paso,Online,22.0,Student,255.0,1.0,187.65,-532.0,0
501.3,Credit,San Antonio,Online,26.0,Engineer,146.0,1.0,8520.08,-532.0,2
26.1,Debit,Mesa,ATM,27.0,Student,32.0,1.0,1435.72,-626.0,5
436.77,Debit,Jacksonville,ATM,20.0,Student,176.0,1.0,825.69,-403.0,5
292.38,,Baltimore,ATM,68.0,Doctor,224.0,1.0,5803.89,-539.0,0
1026.46,Debit,Philadelphia,Branch,53.0,Retired,165.0,1.0,3134.47,-502.0,6
25.29,Debit,Miami,Online,50.0,,125.0,1.0,5374.69,-466.0,7
123.35,Credit,Baltimore,Online,31.0,Doctor,10.0,1.0,6852.16,-451.0,2
139.52,Debit,Portland,Branch,23.0,Student,31.0,1.0,1570.22,-409.0,5
51.2,Debit,Tucson,Online,18.0,Student,83.0,1.0,730.6,-602.0,5
122.85,Credit,Seattle,Online,47.0,Doctor,127.0,3.0,13185.39,-341.0,4
161.38,Credit,Colorado Springs,Online,24.0,Student,101.0,1.0,3900.34,-361.0,5
2.51,Debit,Baltimore,Online,63.0,Retired,32.0,1.0,4891.56,-567.0,3
22.62,Debit,Virginia Beach,ATM,64.0,Doctor,102.0,1.0,7682.0,-544.0,1
126.83,Debit,Austin,Branch,57.0,Retired,39.0,1.0,6100.98,-623.0,3
46.6,Debit,Detroit,Online,55.0,Doctor,68.0,1.0,1562.9,-432.0,7
243.8,Debit,San Francisco,Branch,57.0,Doctor,48.0,1.0,13732.81,-671.0,1
231.51,Credit,Oklahoma City,Branch,60.0,Retired,96.0,1.0,5790.7,-434.0,7
175.05,Debit,,Online,39.0,Engineer,34.0,1.0,1447.35,-672.0,2
762.74,Debit,Los Angeles,ATM,64.0,Doctor,244.0,1.0,207.1,-552.0,0
34.03,Debit,Los Angeles,Branch,57.0,Engineer,38.0,1.0,3077.2,-532.0,2
15.95,Debit,Raleigh,Branch,25.0,Student,52.0,1.0,1983.0,-601.0,5
,Debit,Milwaukee,ATM,57.0,Engineer,107.0,1.0,3120.1,-346.0,7
101.51,Credit,Tucson,Online,46.0,Engineer,199.0,1.0,3052.47,-592.0,0
309.42,Debit,Fresno,Branch,27.0,Engineer,42.0,1.0,8564.46,-383.0,7
257.6,Credit,Fort Worth,Online,59.0,Retired,293.0,1.0,7950.74,-322.0,0
746.78,Credit,,Branch,21.0,Student,64.0,1.0,1699.81,-343.0,5
82.01,Credit,Sacramento,Branch,23.0,Student,156.0,1.0,287.46,-315.0,5
476.99,Debit,San Diego,Online,23.0,Student,187.0,1.0,1154.48,-664.0,5
320.11,Debit,El Paso,Branch,23.0,Student,130.0,1.0,4076.48,,5
333.39,Debit,Philadelphia,ATM,68.0,Doctor,35.0,1.0,10628.59,-420.0,1
10.3,Debit,Fresno,ATM,47.0,Engineer,197.0,1.0,7801.32,-333.0,7
737.46,Credit,Albuquerque,Branch,53.0,Doctor,75.0,4.0,634.16,-671.0,4
416.55,Debit,Oklahoma City,Online,33.0,Engineer,73.0,1.0,922.96,,5
84.91,Debit,Raleigh,Online,18.0,Student,68.0,1.0,,-385.0,5
98.95,Debit,Mesa,Branch,75.0,Retired,73.0,1.0,5670.82,-311.0,7
18.14,Credit,Milwaukee,ATM,58.0,Retired,48.0,1.0,6020.85,-626.0,3
1154.79,Debit,Columbus,ATM,51.0,Doctor,108.0,1.0,6180.3,-460.0,6
215.13,Debit,Charlotte,Online,46.0,Engineer,114.0,1.0,3956.69,-669.0,2
218.57,Credit,Memphis,Branch,62.0,Doctor,102.0,1.0,13869.86,-385.0,1
341.88,Debit,Austin,ATM,43.0,Engineer,89.0,1.0,4159.52,-509.0,2
691.92,Debit,Boston,Online,19.0,Student,61.0,1.0,1084.65,-483.0,5
50.43,Debit,San Jose,Branch,32.0,Doctor,51.0,1.0,9794.26,-483.0,1
440.43,Debit,Colorado Springs,Branch,78.0,Retired,23.0,1.0,5123.24,-410.0,7
299.03,Debit,Columbus,Branch,39.0,Engineer,52.0,1.0,1381.28,-655.0,2
1.98,Debit,Seattle,ATM,66.0,Doctor,170.0,1.0,11619.1,-315.0,1
173.45,Debit,Philadelphia,ATM,31.0,Engineer,161.0,1.0,9077.62,-315.0,7
438.76,Debit,San Antonio,Branch,22.0,Student,73.0,1.0,1824.19,-630.0,5
519.62,Credit,Washington,Online,71.0,Retired,40.0,1.0,4159.33,-347.0,7
738.68,Debit,Chicago,Online,50.0,Doctor,124.0,1.0,14352.33,-608.0,1
151.14,Debit,Memphis,Online,64.0,Retired,38.0,1.0,2156.54,-522.0,3
75.77,Debit,Charlotte,Branch,51.0,Engineer,148.0,1.0,8361.7,-455.0,7
444.52,Debit,Louisville,Online,27.0,Engineer,17.0,1.0,5424.6,-580.0,2
5.29,Debit,Indianapolis,Online,52.0,Doctor,276.0,1.0,11263.89,-607.0,0
97.63,Credit,Milwaukee,Online,48.0,Doctor,127.0,1.0,12467.31,-539.0,1
256.95,Debit,San Diego,Branch,26.0,Engineer,71.0,1.0,2531.24,-550.0,2
734.86,Credit,Boston,Branch,48.0,Engineer,290.0,1.0,6242.03,-332.0,0
1250.94,Debit,Columbus,ATM,36.0,Doctor,107.0,2.0,11565.97,-615.0,6
84.28,Debit,Memphis,Branch,39.0,Doctor,142.0,1.0,13586.06,-511.0,1
927.45,Debit,Austin,ATM,24.0,Student,95.0,1.0,1161.84,-455.0,6
202.49,Credit,Virginia Beach,ATM,48.0,Engineer,69.0,1.0,7447.1,-312.0,7
154.99,Debit,Mesa,Branch,25.0,Student,53.0,1.0,1419.31,-434.0,5
481.53,Debit,Atlanta,Branch,58.0,Retired,277.0,1.0,6142.54,-419.0,0
172.92,Debit,Miami,Online,20.0,Student,212.0,1.0,416.37,-434.0,5
275.59,Credit,Philadelphia,Branch,53.0,Retired,238.0,1.0,6313.22,-391.0,0
207.2,Debit,Columbus,Online,60.0,Engineer,133.0,1.0,8092.94,-308.0,7
136.82,Debit,Chicago,Branch,31.0,Engineer,14.0,1.0,6229.13,-437.0,2
624.0,Debit,Houston,Branch,26.0,Engineer,132.0,5.0,4976.18,-627.0,4
,Debit,Chicago,Online,30.0,Engineer,28.0,1.0,8741.51,-452.0,2
